ID,ErpOrderId,OriginOrderId,OriginSystemCode,ConfirmedByUserId,CustomerLocationId,SalesPersonId,State,ErpState,MarketplaceId,MarketplaceDistributorId,OrderDate,DeliveryDate,ErpLastModified,TotalGrossPrice,TotalDiscountPercentage ($),TotalTaxes,TotalFinalPrice,OrderLevelTaxesJson,PaymentMethodId,Observations,ExtraData,CreatedDate,ModifiedDate,Deleted,DeletedDate,DeletedUser,AppliedCoupons
11,,0,,,72,,FINALIZADO,,9,4,"February 14, 2025, 1:34 PM",,,0,0.00,0,0,[],,,,"February 14, 2025, 1:34 PM","February 14, 2025, 1:34 PM",,"January 1, 2000, 12:00 AM",,[]
12,,0,,,72,,FINALIZADO,,9,4,"February 14, 2025, 1:44 PM",,,0,0.00,0,0,[],,,,"February 14, 2025, 1:44 PM","February 14, 2025, 1:44 PM",,"January 1, 2000, 12:00 AM",,[]
7804,,7804,CompraBeauty,116,10327,,ENVIADO,,9,7,"June 3, 2025, 3:28 PM",,,"97,287.31",44.57,"11,323.81","65,246.69",[],,,,"May 28, 2025, 7:14 PM","May 28, 2025, 7:14 PM",,"January 1, 2000, 12:00 AM",,[181 195]
93570,,93570,CompraBeauty,,10320,,BORRADOR,,1,,"February 3, 2026, 3:24 PM",,,0,0.00,0,0,[],,,,"February 3, 2026, 3:24 PM","February 3, 2026, 3:24 PM",,"January 1, 2000, 12:00 AM",,[]
14,,0,,,72,,FINALIZADO,,9,4,"February 14, 2025, 2:12 PM",,,0,0.00,0,0,[],,,,"February 14, 2025, 2:12 PM","February 14, 2025, 2:12 PM",,"January 1, 2000, 12:00 AM",,[]
15,,0,,,72,,FINALIZADO,,9,4,"February 14, 2025, 2:15 PM",,,0,0.00,0,0,[],,,,"February 14, 2025, 2:15 PM","February 14, 2025, 2:15 PM",,"January 1, 2000, 12:00 AM",,[]
22,,0,,,80,,FINALIZADO,,9,4,"February 19, 2025, 3:06 PM",,,0,0.00,0,0,[],,,,"February 19, 2025, 3:06 PM","February 19, 2025, 3:06 PM",,"January 1, 2000, 12:00 AM",,[]
24,,0,,,81,,FINALIZADO,,9,4,"February 19, 2025, 3:25 PM",,,0,0.00,0,0,[],,,,"February 19, 2025, 3:25 PM","February 19, 2025, 3:25 PM",,"January 1, 2000, 12:00 AM",,[]
25,,0,,,81,,FINALIZADO,,9,4,"February 19, 2025, 3:26 PM",,,0,0.00,0,0,[],,,,"February 19, 2025, 3:26 PM","February 19, 2025, 3:26 PM",,"January 1, 2000, 12:00 AM",,[]
26,,0,,,81,,FINALIZADO,,9,4,"February 19, 2025, 3:26 PM",,,0,0.00,0,0,[],,,,"February 19, 2025, 3:26 PM","February 19, 2025, 3:26 PM",,"January 1, 2000, 12:00 AM",,[]
29,,0,,,81,,FINALIZADO,,9,4,"February 19, 2025, 3:28 PM",,,0,0.00,0,0,[],,,,"February 19, 2025, 3:28 PM","February 19, 2025, 3:28 PM",,"January 1, 2000, 12:00 AM",,[]
30,,0,,,81,,FINALIZADO,,9,4,"February 19, 2025, 3:30 PM",,,0,0.00,0,0,[],,,,"February 19, 2025, 3:30 PM","February 19, 2025, 3:30 PM",,"January 1, 2000, 12:00 AM",,[]
31,,0,,,81,,FINALIZADO,,9,4,"February 19, 2025, 3:32 PM",,,0,0.00,0,0,[],,,,"February 19, 2025, 3:32 PM","February 19, 2025, 3:32 PM",,"January 1, 2000, 12:00 AM",,[]
33,,0,,,81,,FINALIZADO,,9,4,"February 19, 2025, 3:41 PM",,,0,0.00,0,0,[],,,,"February 19, 2025, 3:41 PM","February 19, 2025, 3:41 PM",,"January 1, 2000, 12:00 AM",,[]
34,,0,,,81,,FINALIZADO,,9,4,"February 19, 2025, 3:41 PM",,,0,0.00,0,0,[],,,,"February 19, 2025, 3:41 PM","February 19, 2025, 3:41 PM",,"January 1, 2000, 12:00 AM",,[]
35,,0,,,81,,FINALIZADO,,9,4,"February 19, 2025, 3:43 PM",,,0,0.00,0,0,[],,,,"February 19, 2025, 3:43 PM","February 19, 2025, 3:43 PM",,"January 1, 2000, 12:00 AM",,[]
36,,0,,,81,,FINALIZADO,,9,4,"February 19, 2025, 3:43 PM",,,0,0.00,0,0,[],,,,"February 19, 2025, 3:43 PM","February 19, 2025, 3:43 PM",,"January 1, 2000, 12:00 AM",,[]
37,,0,,,81,,FINALIZADO,,9,4,"February 19, 2025, 3:46 PM",,,0,0.00,0,0,[],,,,"February 19, 2025, 3:46 PM","February 19, 2025, 3:46 PM",,"January 1, 2000, 12:00 AM",,[]
38,,0,,,81,,FINALIZADO,,9,4,"February 19, 2025, 3:48 PM",,,0,0.00,0,0,[],,,,"February 19, 2025, 3:48 PM","February 19, 2025, 3:48 PM",,"January 1, 2000, 12:00 AM",,[]
39,,0,,,81,,FINALIZADO,,9,4,"February 19, 2025, 3:49 PM",,,0,0.00,0,0,[],,,,"February 19, 2025, 3:49 PM","February 19, 2025, 3:49 PM",,"January 1, 2000, 12:00 AM",,[]
40,,0,,,81,,FINALIZADO,,9,4,"February 19, 2025, 3:59 PM",,,0,0.00,0,0,[],,,,"February 19, 2025, 3:59 PM","February 19, 2025, 3:59 PM",,"January 1, 2000, 12:00 AM",,[]
41,,0,,,81,,FINALIZADO,,9,4,"February 19, 2025, 4:01 PM",,,0,0.00,0,0,[],,,,"February 19, 2025, 4:01 PM","February 19, 2025, 4:01 PM",,"January 1, 2000, 12:00 AM",,[]
42,,0,,,81,,FINALIZADO,,9,4,"February 19, 2025, 4:02 PM",,,0,0.00,0,0,[],,,,"February 19, 2025, 4:02 PM","February 19, 2025, 4:02 PM",,"January 1, 2000, 12:00 AM",,[]
43,,0,,,81,,FINALIZADO,,9,4,"February 19, 2025, 4:04 PM",,,0,0.00,0,0,[],,,,"February 19, 2025, 4:04 PM","February 19, 2025, 4:04 PM",,"January 1, 2000, 12:00 AM",,[]
44,,0,,,81,,FINALIZADO,,9,4,"February 19, 2025, 4:24 PM",,,0,0.00,0,0,[],,,,"February 19, 2025, 4:24 PM","February 19, 2025, 4:24 PM",,"January 1, 2000, 12:00 AM",,[]
13,,0,,,72,,FINALIZADO,,9,4,"February 14, 2025, 2:12 PM",,,0,0.00,0,0,[],,,,"February 14, 2025, 2:12 PM","February 14, 2025, 2:12 PM",,"January 1, 2000, 12:00 AM",,[]
32,,0,,,71,,FINALIZADO,,9,7,"February 19, 2025, 3:40 PM",,,0,0.00,0,0,[],,,,"February 19, 2025, 3:40 PM","February 19, 2025, 3:40 PM",,"January 1, 2000, 12:00 AM",,[]
86,,0,,,40,,BORRADOR,,9,,"March 27, 2025, 11:21 PM",,,0,0.00,0,0,[],,,,"March 27, 2025, 11:21 PM","March 27, 2025, 11:21 PM",,"January 1, 2000, 12:00 AM",,[]
62,,0,,,82,,BORRADOR,,9,,"February 27, 2025, 6:15 PM",,,0,0.00,0,0,[],,,,"February 27, 2025, 6:15 PM","February 27, 2025, 6:15 PM",,"January 1, 2000, 12:00 AM",,[]
73,,0,,,71,,BORRADOR,,9,,"March 17, 2025, 8:29 PM",,,0,0.00,0,0,[],,,,"March 17, 2025, 8:29 PM","March 17, 2025, 8:29 PM",,"January 1, 2000, 12:00 AM",,[]
75,,0,,,121,,BORRADOR,,9,,"March 21, 2025, 2:22 PM",,,0,0.00,0,0,[],,,,"March 21, 2025, 2:22 PM","March 21, 2025, 2:22 PM",,"January 1, 2000, 12:00 AM",,[]
79,,0,,,126,,BORRADOR,,9,,"March 26, 2025, 8:04 PM",,,0,0.00,0,0,[],,,,"March 26, 2025, 8:04 PM","March 26, 2025, 8:04 PM",,"January 1, 2000, 12:00 AM",,[]
80,,0,,,128,,BORRADOR,,9,,"March 27, 2025, 5:24 PM",,,0,0.00,0,0,[],,,,"March 27, 2025, 5:24 PM","March 27, 2025, 5:24 PM",,"January 1, 2000, 12:00 AM",,[]
81,,0,,,125,,BORRADOR,,9,,"March 27, 2025, 6:47 PM",,,0,0.00,0,0,[],,,,"March 27, 2025, 6:47 PM","March 27, 2025, 6:47 PM",,"January 1, 2000, 12:00 AM",,[]
65,,0,,,91,,FINALIZADO,,9,4,"March 7, 2025, 7:18 PM",,,0,0.00,0,0,[],,,,"March 7, 2025, 7:18 PM","March 7, 2025, 7:18 PM",,"January 1, 2000, 12:00 AM",,[]
66,,0,,,91,,FINALIZADO,,9,9,"March 7, 2025, 7:27 PM",,,0,0.00,0,0,[],,,,"March 7, 2025, 7:27 PM","March 7, 2025, 7:27 PM",,"January 1, 2000, 12:00 AM",,[]
72,,0,,,91,,FINALIZADO,,9,12,"March 17, 2025, 7:28 PM",,,"839,615.14",28.68,"125,745.69","724,534.67",[],,,,"March 17, 2025, 7:28 PM","March 17, 2025, 7:28 PM",,"January 1, 2000, 12:00 AM",,[]
52,,0,,,91,,FINALIZADO,,9,4,"February 25, 2025, 4:13 PM",,,0,0.00,0,0,[],,,,"February 25, 2025, 4:13 PM","February 25, 2025, 4:13 PM",,"January 1, 2000, 12:00 AM",,[]
63,,0,,,91,,FINALIZADO,,9,4,"March 5, 2025, 3:24 PM",,,0,0.00,0,0,[],,,,"March 5, 2025, 3:24 PM","March 5, 2025, 3:24 PM",,"January 1, 2000, 12:00 AM",,[]
64,,0,,,91,,FINALIZADO,,9,4,"March 5, 2025, 7:12 PM",,,0,0.00,0,0,[],,,,"March 5, 2025, 7:12 PM","March 5, 2025, 7:12 PM",,"January 1, 2000, 12:00 AM",,[]
89,,0,,,38,,FINALIZADO,,9,4,"March 28, 2025, 2:26 AM",,,"6,084.74",0.00,"1,277.8","7,362.54",[],,,,"March 28, 2025, 2:26 AM","March 28, 2025, 2:26 AM",,"January 1, 2000, 12:00 AM",,[]
90,,0,,,38,,FINALIZADO,,9,4,"March 28, 2025, 2:27 AM",,,"6,084.74",0.00,"1,277.8","7,362.54",[],,,,"March 28, 2025, 2:27 AM","March 28, 2025, 2:27 AM",,"January 1, 2000, 12:00 AM",,[]
87,,0,,,38,,FINALIZADO,,9,4,"March 27, 2025, 11:30 PM",,,"2,398.61",0.00,503.71,"2,902.32",[],,,,"March 27, 2025, 11:30 PM","March 27, 2025, 11:30 PM",,"January 1, 2000, 12:00 AM",,[]
88,,0,,,38,,FINALIZADO,,9,4,"March 27, 2025, 11:32 PM",,,"35,979.15",0.00,"7,555.62","43,534.77",[],,,,"March 27, 2025, 11:32 PM","March 27, 2025, 11:32 PM",,"January 1, 2000, 12:00 AM",,[]
69,,0,,,40,,FINALIZADO,,9,4,"March 12, 2025, 8:47 PM",,,"4,716.5",1.53,975.35,"5,619.87",[],,,,"March 12, 2025, 8:47 PM","March 12, 2025, 8:47 PM",,"January 1, 2000, 12:00 AM",,[]
77,,0,,,40,,FINALIZADO,,9,4,"March 26, 2025, 6:05 PM",,,"179,760.18",0.00,"37,749.64","217,509.81",[],,,,"March 26, 2025, 6:05 PM","March 26, 2025, 6:05 PM",,"January 1, 2000, 12:00 AM",,[]
83,,0,,,40,,FINALIZADO,,9,4,"March 27, 2025, 11:06 PM",,,"11,185.81",23.57,"1,795.46","10,345.25",[],,,,"March 27, 2025, 11:06 PM","March 27, 2025, 11:06 PM",,"January 1, 2000, 12:00 AM",,[]
84,,0,,,40,,FINALIZADO,,9,4,"March 27, 2025, 11:20 PM",,,"2,398.61",0.00,503.71,"2,902.32",[],,,,"March 27, 2025, 11:20 PM","March 27, 2025, 11:20 PM",,"January 1, 2000, 12:00 AM",,[]
49,,0,,,72,,FINALIZADO,,9,4,"February 20, 2025, 1:32 PM",,,0,0.00,0,0,[],,,,"February 20, 2025, 1:32 PM","February 20, 2025, 1:32 PM",,"January 1, 2000, 12:00 AM",,[]
53,,0,,,72,,FINALIZADO,,9,4,"February 25, 2025, 6:33 PM",,,0,0.00,0,0,[],,,,"February 25, 2025, 6:33 PM","February 25, 2025, 6:33 PM",,"January 1, 2000, 12:00 AM",,[]
54,,0,,,72,,FINALIZADO,,9,4,"February 25, 2025, 7:14 PM",,,0,0.00,0,0,[],,,,"February 25, 2025, 7:14 PM","February 25, 2025, 7:14 PM",,"January 1, 2000, 12:00 AM",,[]
55,,0,,,72,,FINALIZADO,,9,4,"February 25, 2025, 7:26 PM",,,0,0.00,0,0,[],,,,"February 25, 2025, 7:26 PM","February 25, 2025, 7:26 PM",,"January 1, 2000, 12:00 AM",,[]
57,,0,,,72,,FINALIZADO,,9,4,"February 26, 2025, 1:42 PM",,,0,0.00,0,0,[],,,,"February 26, 2025, 1:42 PM","February 26, 2025, 1:42 PM",,"January 1, 2000, 12:00 AM",,[]
45,,0,,,81,,FINALIZADO,,9,4,"February 19, 2025, 4:32 PM",,,0,0.00,0,0,[],,,,"February 19, 2025, 4:32 PM","February 19, 2025, 4:32 PM",,"January 1, 2000, 12:00 AM",,[]
47,,0,,,81,,FINALIZADO,,9,4,"February 19, 2025, 4:40 PM",,,0,0.00,0,0,[],,,,"February 19, 2025, 4:40 PM","February 19, 2025, 4:40 PM",,"January 1, 2000, 12:00 AM",,[]
58,,0,,,81,,FINALIZADO,,9,4,"February 27, 2025, 2:10 PM",,,0,0.00,0,0,[],,,,"February 27, 2025, 2:10 PM","February 27, 2025, 2:10 PM",,"January 1, 2000, 12:00 AM",,[]
59,,0,,,81,,FINALIZADO,,9,4,"February 27, 2025, 2:12 PM",,,0,0.00,0,0,[],,,,"February 27, 2025, 2:12 PM","February 27, 2025, 2:12 PM",,"January 1, 2000, 12:00 AM",,[]
60,,0,,,81,,FINALIZADO,,9,4,"February 27, 2025, 5:26 PM",,,0,0.00,0,0,[],,,,"February 27, 2025, 5:26 PM","February 27, 2025, 5:26 PM",,"January 1, 2000, 12:00 AM",,[]
61,,0,,,81,,FINALIZADO,,9,9,"February 27, 2025, 5:32 PM",,,"4,034.86",30.00,593.12,"3,417.53",[],,,,"February 27, 2025, 5:32 PM","February 27, 2025, 5:32 PM",,"January 1, 2000, 12:00 AM",,[]
67,,0,,,71,,FINALIZADO,,9,7,"March 12, 2025, 5:55 PM",,,0,0.00,0,0,[],,,,"March 12, 2025, 5:55 PM","March 12, 2025, 5:55 PM",,"January 1, 2000, 12:00 AM",,[]
68,,0,,,71,,FINALIZADO,,9,7,"March 12, 2025, 6:53 PM",,,0,0.00,0,0,[],,,,"March 12, 2025, 6:53 PM","March 12, 2025, 6:53 PM",,"January 1, 2000, 12:00 AM",,[]
70,,0,,,71,,FINALIZADO,,9,11,"March 17, 2025, 7:02 PM",,,0,0.00,0,0,[],,,,"March 17, 2025, 7:02 PM","March 17, 2025, 7:02 PM",,"January 1, 2000, 12:00 AM",,[]
91,,0,,,38,,FINALIZADO,,9,4,"March 28, 2025, 2:35 AM",,,"10,119.6",11.96,"1,870.92","10,780.06",[],,,,"March 28, 2025, 2:35 AM","March 28, 2025, 2:35 AM",,"January 1, 2000, 12:00 AM",,[]
74,,0,,,113,,FINALIZADO,,9,10,"March 20, 2025, 4:29 PM",,,"8,343.14",25.00,"1,314.04","7,571.4",[],,,,"March 20, 2025, 4:29 PM","March 20, 2025, 4:29 PM",,"January 1, 2000, 12:00 AM",,[]
76,,0,,,122,,FINALIZADO,,9,10,"March 21, 2025, 2:37 PM",,,0,0.00,0,0,[],,,,"March 21, 2025, 2:37 PM","March 21, 2025, 2:37 PM",,"January 1, 2000, 12:00 AM",,[]
78,,0,,,125,,FINALIZADO,,9,12,"March 26, 2025, 7:45 PM",,,"258,636.58",0.00,"54,313.68","312,950.26",[],,,,"March 26, 2025, 7:45 PM","March 26, 2025, 7:45 PM",,"January 1, 2000, 12:00 AM",,[]
109,,0,,,147,,BORRADOR,,9,,"April 1, 2025, 3:00 AM",,,0,0.00,0,0,[],,,,"April 1, 2025, 3:00 AM","April 1, 2025, 3:00 AM",,"January 1, 2000, 12:00 AM",,[]
96,,0,,,91,,FINALIZADO,,9,12,"March 28, 2025, 1:32 PM",,,"10,119.6",11.96,"1,870.92","10,780.06",[],,,,"March 28, 2025, 1:32 PM","March 28, 2025, 1:32 PM",,"January 1, 2000, 12:00 AM",,[]
97,,0,,,91,,FINALIZADO,,9,12,"March 28, 2025, 1:32 PM",,,"70,618.27",0.00,"14,829.84","85,448.11",[],,,,"March 28, 2025, 1:32 PM","March 28, 2025, 1:32 PM",,"January 1, 2000, 12:00 AM",,[]
98,,0,,,91,,FINALIZADO,,9,12,"March 28, 2025, 1:33 PM",,,"58,537.92",26.88,"8,988.41","51,790.38",[],,,,"March 28, 2025, 1:33 PM","March 28, 2025, 1:33 PM",,"January 1, 2000, 12:00 AM",,[]
104,,0,,,91,,FINALIZADO,,9,12,"March 28, 2025, 8:35 PM",,,"2,398.61",0.00,503.71,"2,902.32",[],,,,"March 28, 2025, 8:35 PM","March 28, 2025, 8:35 PM",,"January 1, 2000, 12:00 AM",,[]
1048,,0,CB QA,,156,,FINALIZADO,,9,12,"April 10, 2025, 2:02 AM",,,"3,147.19",7.17,613.51,"3,534.98",[],,,,"April 10, 2025, 2:02 AM","April 10, 2025, 2:02 AM",,"January 1, 2000, 12:00 AM",,[180 181]
114,,0,,,91,,FINALIZADO,,9,12,"April 1, 2025, 8:48 PM",,,"2,398.61",0.00,503.71,"2,902.32",[],,,,"April 1, 2025, 8:48 PM","April 1, 2025, 8:48 PM",,"January 1, 2000, 12:00 AM",,[]
71,,0,,,91,,FINALIZADO,,9,9,"March 17, 2025, 7:22 PM",,,0,0.00,0,0,[],,,,"March 17, 2025, 7:22 PM","March 17, 2025, 7:22 PM",,"January 1, 2000, 12:00 AM",,[]
1059,,0,CB QA,,156,,FINALIZADO,,9,12,"April 10, 2025, 2:31 AM",,,"4,230.87",6.62,829.7,"4,780.67",[],,,,"April 10, 2025, 2:31 AM","April 10, 2025, 2:31 AM",,"January 1, 2000, 12:00 AM",,[181 180]
102,,0,,,38,,FINALIZADO,,9,4,"March 28, 2025, 6:40 PM",,,"163,627.89",18.54,"27,990.12","161,276.4",[],,,,"March 28, 2025, 6:40 PM","March 28, 2025, 6:40 PM",,"January 1, 2000, 12:00 AM",,[]
103,,0,,,38,,FINALIZADO,,9,11,"March 28, 2025, 7:54 PM",,,"22,357.46",5.41,"4,440.87","25,587.87",[],,,,"March 28, 2025, 7:54 PM","March 28, 2025, 7:54 PM",,"January 1, 2000, 12:00 AM",,[]
112,,0,,,38,,FINALIZADO,,9,11,"April 1, 2025, 7:33 PM",,,"1,832.26",0.00,384.77,"2,217.03",[],,,,"April 1, 2025, 7:33 PM","April 1, 2025, 7:33 PM",,"January 1, 2000, 12:00 AM",,[]
56,,0,,,72,,FINALIZADO,,9,4,"February 25, 2025, 7:39 PM",,,0,0.00,0,0,[],,,,"February 25, 2025, 7:39 PM","February 25, 2025, 7:39 PM",,"January 1, 2000, 12:00 AM",,[]
1064,,0,CB QA,,156,,BORRADOR,,9,,"April 10, 2025, 2:51 AM",,,0,0.00,0,0,[],,,,"April 10, 2025, 2:51 AM","April 10, 2025, 2:51 AM",,"January 1, 2000, 12:00 AM",,[]
23,,0,,,80,,FINALIZADO,,9,4,"February 19, 2025, 3:06 PM",,,0,0.00,0,0,[],,,,"February 19, 2025, 3:06 PM","February 19, 2025, 3:06 PM",,"January 1, 2000, 12:00 AM",,[]
105,,0,,,81,,FINALIZADO,,9,9,"March 28, 2025, 9:25 PM",,,"4,034.86",30.00,593.12,"3,417.53",[],,,,"March 28, 2025, 9:25 PM","March 28, 2025, 9:25 PM",,"January 1, 2000, 12:00 AM",,[]
113,,0,,,90,,FINALIZADO,,9,10,"April 1, 2025, 8:47 PM",,,"3,686.13",0.00,774.09,"4,460.22",[],,,,"April 1, 2025, 8:47 PM","April 1, 2025, 8:47 PM",,"January 1, 2000, 12:00 AM",,[]
92,,0,,,38,,FINALIZADO,,9,4,"March 28, 2025, 2:40 AM",,,"4,034.86",30.00,593.12,"3,417.53",[],,,,"March 28, 2025, 2:40 AM","March 28, 2025, 2:40 AM",,"January 1, 2000, 12:00 AM",,[]
93,,0,,,38,,FINALIZADO,,9,4,"March 28, 2025, 2:45 AM",,,"6,084.74",0.00,"1,277.8","7,362.54",[],,,,"March 28, 2025, 2:45 AM","March 28, 2025, 2:45 AM",,"January 1, 2000, 12:00 AM",,[]
94,,0,,,38,,FINALIZADO,,9,4,"March 28, 2025, 2:46 AM",,,"3,686.13",0.00,774.09,"4,460.22",[],,,,"March 28, 2025, 2:46 AM","March 28, 2025, 2:46 AM",,"January 1, 2000, 12:00 AM",,[]
99,,0,,,137,,FINALIZADO,,9,12,"March 28, 2025, 2:06 PM",,,"383,328.21",27.59,"58,291.87","335,872.18",[],,,,"March 28, 2025, 2:06 PM","March 28, 2025, 2:06 PM",,"January 1, 2000, 12:00 AM",,[]
100,,0,,,38,,FINALIZADO,,9,4,"March 28, 2025, 2:14 PM",,,"261,354",16.16,"46,015.81","265,138.72",[],,,,"March 28, 2025, 2:14 PM","March 28, 2025, 2:14 PM",,"January 1, 2000, 12:00 AM",,[]
106,,0,,,142,,FINALIZADO,,9,12,"March 31, 2025, 3:15 PM",,,"9,334.15",0.00,"1,960.17","11,294.32",[],,,,"March 31, 2025, 3:15 PM","March 31, 2025, 3:15 PM",,"January 1, 2000, 12:00 AM",,[]
101,,0,,,137,,FINALIZADO,,9,12,"March 28, 2025, 2:21 PM",,,"4,034.86",30.00,593.12,"3,417.53",[],,,,"March 28, 2025, 2:21 PM","March 28, 2025, 2:21 PM",,"January 1, 2000, 12:00 AM",,[]
108,,0,,,147,,FINALIZADO,,9,11,"April 1, 2025, 2:39 AM",,,"208,746.46",24.62,"33,042.56","190,388.1",[],,,,"April 1, 2025, 2:39 AM","April 1, 2025, 2:39 AM",,"January 1, 2000, 12:00 AM",,[]
1,,0,,,69,,FINALIZADO,,9,12,"March 22, 2025, 11:52 AM",,,"22,488",19.57,"3,798.35","21,885.75",[],,,,"January 30, 2025, 12:30 PM","January 30, 2025, 12:30 PM",,"January 1, 2000, 12:00 AM",,[]
107,,0,,,145,,FINALIZADO,,9,12,"March 31, 2025, 8:09 PM",,,"16,139.44",30.00,"2,372.5","13,670.11",[],,,,"March 31, 2025, 8:09 PM","March 31, 2025, 8:09 PM",,"January 1, 2000, 12:00 AM",,[]
111,,0,,,144,,FINALIZADO,,9,12,"April 1, 2025, 7:31 PM",,,"2,398.61",0.00,503.71,"2,902.32",[],,,,"April 1, 2025, 7:31 PM","April 1, 2025, 7:31 PM",,"January 1, 2000, 12:00 AM",,[]
121,,0,CB QA,,142,,FINALIZADO,,9,12,"April 3, 2025, 5:36 PM",,,"29,019.53",4.31,"5,831.29","33,599.35",[],,,,"April 3, 2025, 5:36 PM","April 3, 2025, 5:36 PM",,"January 1, 2000, 12:00 AM",,[]
839,,0,CB QA,,142,,FINALIZADO,,9,12,"April 8, 2025, 6:56 PM",,,"18,858.8",25.67,"2,943.56","16,960.53",[],,,,"April 8, 2025, 6:56 PM","April 8, 2025, 6:56 PM",,"January 1, 2000, 12:00 AM",,[]
2030,,0,CB QA,,159,,ENVIADO,,9,9,"April 10, 2025, 10:07 PM",,,"75,625.98",28.00,"11,434.65","65,885.35",[],,,,"April 15, 2025, 3:59 AM","June 3, 2025, 11:16 AM",,"January 1, 2000, 12:00 AM",,[181]
1041,,0,CB QA,,158,,FINALIZADO,,9,11,"April 15, 2025, 4:18 PM",,,"21,466.2",35.00,"2,930.14","16,883.17",[],,,,"April 10, 2025, 1:39 AM","June 3, 2025, 11:20 AM",,"January 1, 2000, 12:00 AM",,[]
1045,,0,CB QA,,155,,ENVIADO,,9,11,"April 9, 2025, 2:00 PM",,,"1,550,809.76",12.63,"284,553.28","1,639,568.89",[],,,,"April 10, 2025, 1:46 AM","June 3, 2025, 11:34 AM",,"January 1, 2000, 12:00 AM",,[]
1043,,0,CB QA,,38,,CANCELADO,,9,11,"April 10, 2025, 1:42 AM",,,"3,147.19",7.17,613.51,"3,534.98",[],,,,"April 10, 2025, 1:42 AM","April 10, 2025, 1:42 AM",,"January 1, 2000, 12:00 AM",,[181 180]
1057,,0,CB QA,,156,,FINALIZADO,,9,12,"April 10, 2025, 2:23 AM",,,748.58,5.00,149.34,860.49,[],,,,"April 10, 2025, 2:23 AM","April 10, 2025, 2:23 AM",,"January 1, 2000, 12:00 AM",,[180 181]
1137,,0,CB QA,,157,,FINALIZADO,,9,12,"April 10, 2025, 12:33 PM",,,"112,269.15",32.65,"15,878.83","91,492.31",[],,,,"April 10, 2025, 12:33 PM","April 10, 2025, 12:33 PM",,"January 1, 2000, 12:00 AM",,[181]
1060,,0,CB QA,,156,,FINALIZADO,,9,12,"April 10, 2025, 2:34 AM",,,"2,398.61",3.00,488.6,"2,815.25",[],,,,"April 10, 2025, 2:34 AM","April 10, 2025, 2:34 AM",,"January 1, 2000, 12:00 AM",,[180]
984,,0,CB QA,,154,,FINALIZADO,,9,12,"April 9, 2025, 6:25 PM",,,"6,993.94",0.00,"1,468.73","8,462.67",[],,,,"April 9, 2025, 6:25 PM","April 9, 2025, 6:25 PM",,"January 1, 2000, 12:00 AM",,[]
1067,,0,CB QA,,157,,FINALIZADO,,9,12,"April 10, 2025, 3:03 AM",,,"1,832.26",0.00,384.77,"2,217.03",[],,,,"April 10, 2025, 3:03 AM","April 10, 2025, 3:03 AM",,"January 1, 2000, 12:00 AM",,[]
1053,,0,CB QA,,156,,FINALIZADO,,9,12,"April 10, 2025, 2:11 AM",,,"3,147.19",7.17,613.51,"3,534.98",[],,,,"April 10, 2025, 2:11 AM","April 10, 2025, 2:11 AM",,"January 1, 2000, 12:00 AM",,[181 180]
1050,,0,CB QA,,156,,FINALIZADO,,9,12,"April 10, 2025, 2:05 AM",,,"3,147.19",7.17,613.51,"3,534.98",[],,,,"April 10, 2025, 2:05 AM","April 10, 2025, 2:05 AM",,"January 1, 2000, 12:00 AM",,[180 181]
1313,,0,CB QA,,161,,BORRADOR,,9,,"April 11, 2025, 2:46 PM",,,0,0.00,0,0,[],,,,"April 11, 2025, 2:46 PM","April 11, 2025, 2:46 PM",,"January 1, 2000, 12:00 AM",,[]
1002,,0,CB QA,,38,,CANCELADO,,9,11,"April 9, 2025, 8:33 PM",,,"107,346.16",28.65,"16,084.92","92,679.79",[],,,,"April 9, 2025, 8:33 PM","April 9, 2025, 8:33 PM",,"January 1, 2000, 12:00 AM",,[181 180]
996,,0,CB QA,,81,,FINALIZADO,,9,12,"April 9, 2025, 8:12 PM",,,"228,854.16",0.00,"48,059.37","276,913.54",[],,,,"April 9, 2025, 8:12 PM","April 9, 2025, 8:12 PM",,"January 1, 2000, 12:00 AM",,[]
1055,,0,CB QA,,156,,FINALIZADO,,9,12,"April 10, 2025, 2:19 AM",,,"3,147.19",7.17,613.51,"3,534.98",[],,,,"April 10, 2025, 2:19 AM","April 10, 2025, 2:19 AM",,"January 1, 2000, 12:00 AM",,[181 180]
1037,,0,CB QA,,38,,CANCELADO,,9,11,"April 10, 2025, 1:29 AM",,,"3,147.19",7.17,613.51,"3,534.98",[],,,,"April 10, 2025, 1:29 AM","April 10, 2025, 1:29 AM",,"January 1, 2000, 12:00 AM",,[180 181]
1000,,0,CB QA,,81,,FINALIZADO,,9,12,"April 9, 2025, 8:26 PM",,,"98,176.82",8.84,"18,794.31","108,291.04",[],,,,"April 9, 2025, 8:26 PM","April 9, 2025, 8:26 PM",,"January 1, 2000, 12:00 AM",,[181]
1014,,0,CB QA,,141,,FINALIZADO,,9,12,"April 9, 2025, 10:03 PM",,,"3,147.19",7.17,613.51,"3,534.98",[],,,,"April 9, 2025, 10:03 PM","April 9, 2025, 10:03 PM",,"January 1, 2000, 12:00 AM",,[181 180]
1049,,0,CB QA,,156,,FINALIZADO,,9,12,"April 10, 2025, 2:04 AM",,,"3,147.19",7.17,613.51,"3,534.98",[],,,,"April 10, 2025, 2:04 AM","April 10, 2025, 2:04 AM",,"January 1, 2000, 12:00 AM",,[181 180]
